timestamp,open,high,low,close,volume
2020-02-12 14:36:00,337.0400,337.0600,337.0275,337.0500,18301
2020-02-12 14:35:00,337.0500,337.1000,337.0300,337.0400,36270
2020-02-12 14:34:00,337.0486,337.0600,337.0350,337.0400,126100
2020-02-12 14:33:00,337.0500,337.0600,337.0300,337.0400,23852
2020-02-12 14:32:00,337.0600,337.0700,337.0194,337.0500,24467
2020-02-12 14:31:00,337.0100,337.0600,337.0000,337.0600,32100
2020-02-12 14:30:00,337.0600,337.0800,336.9900,337.0000,48341
2020-02-12 14:29:00,337.0500,337.0700,337.0300,337.0700,43936
2020-02-12 14:28:00,337.1653,337.1700,337.0400,337.0500,47011
2020-02-12 14:27:00,337.1100,337.1700,337.1100,337.1600,32701
2020-02-12 14:26:00,337.1000,337.1400,337.0975,337.1100,41756
2020-02-12 14:25:00,337.1100,337.1100,337.0900,337.1000,29601
2020-02-12 14:24:00,337.1350,337.1500,337.0953,337.1050,28816
2020-02-12 14:23:00,337.1300,337.1500,337.1100,337.1300,45247
2020-02-12 14:22:00,337.1000,337.1150,337.0850,337.1150,18106
2020-02-12 14:21:00,337.0600,337.1100,337.0500,337.1000,21428
