timestamp,open,high,low,close,volume
2020-02-12 16:00:00,337.4100,337.5000,337.3900,337.4100,980824
2020-02-12 15:59:00,337.3800,337.4500,337.3800,337.4100,314206
2020-02-12 15:58:00,337.4100,337.4500,337.3600,337.3800,357105
2020-02-12 15:57:00,337.5150,337.5400,337.4100,337.4100,490389
2020-02-12 15:56:00,337.6250,337.6300,337.4000,337.5150,301328
2020-02-12 15:55:00,337.5700,337.6500,337.5300,337.6250,352244
2020-02-12 15:54:00,337.5150,337.5800,337.5100,337.5700,270525
2020-02-12 15:53:00,337.5000,337.5500,337.4900,337.5200,195365
2020-02-12 15:52:00,337.5100,337.5200,337.4900,337.4900,151070
2020-02-12 15:51:00,337.3700,337.5500,337.3600,337.5200,313427
2020-02-12 15:50:00,337.4550,337.4800,337.3400,337.3600,156702
2020-02-12 15:49:00,337.4100,337.4700,337.4050,337.4500,87822
2020-02-12 15:48:00,337.4400,337.4400,337.3700,337.4000,590905
2020-02-12 15:47:00,337.4100,337.4400,337.3700,337.4400,108897
2020-02-12 15:46:00,337.4050,337.4400,337.3700,337.4200,133721
2020-02-12 15:45:00,337.3800,337.4300,337.3600,337.4020,123029
2020-02-12 15:44:00,337.3300,337.3764,337.3100,337.3750,127375
2020-02-12 15:43:00,337.3200,337.3400,337.3000,337.3200,55607
2020-02-12 15:42:00,337.3159,337.3200,337.2900,337.3150,47610
2020-02-12 15:41:00,337.3150,337.3600,337.3000,337.3200,81089
2020-02-12 15:40:00,337.2800,337.3200,337.2600,337.3100,28391
2020-02-12 15:39:00,337.2899,337.3200,337.2700,337.2900,41281
2020-02-12 15:38:00,337.3200,337.3200,337.2600,337.2800,75117
2020-02-12 15:37:00,337.3200,337.3450,337.3000,337.3300,80921
2020-02-12 15:36:00,337.2400,337.3200,337.2250,337.3200,88068
2020-02-12 15:35:00,337.2000,337.2500,337.2000,337.2450,55436
2020-02-12 15:34:00,337.1150,337.2100,337.1050,337.1900,55909
2020-02-12 15:33:00,337.1000,337.1600,337.0900,337.1200,78885
2020-02-12 15:32:00,337.1300,337.1650,337.0600,337.1050,103739
2020-02-12 15:31:00,337.2000,337.2000,337.0950,337.1300,56951
2020-02-12 15:30:00,337.2092,337.2200,337.1900,337.2000,41309
2020-02-12 15:29:00,337.2299,337.2490,337.2000,337.2100,27212
2020-02-12 15:28:00,337.2100,337.2400,337.1850,337.2300,36654
2020-02-12 15:27:00,337.2200,337.2350,337.1900,337.2100,80154
2020-02-12 15:26:00,337.2500,337.2500,337.2100,337.2150,24404
2020-02-12 15:25:00,337.2100,337.2500,337.1720,337.2500,54958
2020-02-12 15:24:00,337.1800,337.2200,337.1800,337.2150,43350
2020-02-12 15:23:00,337.1200,337.2000,337.1200,337.1750,57959
2020-02-12 15:22:00,337.1500,337.1500,337.1000,337.1250,31982
2020-02-12 15:21:00,337.1150,337.1500,337.1100,337.1500,79096
2020-02-12 15:20:00,337.0850,337.1200,337.0800,337.1100,45173
2020-02-12 15:19:00,337.0400,337.0900,337.0350,337.0900,72736
2020-02-12 15:18:00,336.9800,337.0600,336.9800,337.0400,39614
2020-02-12 15:17:00,337.0099,337.0200,336.9600,336.9800,33310
2020-02-12 15:16:00,337.0500,337.0500,336.9500,337.0100,114234
2020-02-12 15:15:00,336.9500,337.0700,336.9500,337.0400,129198
2020-02-12 15:14:00,336.9350,336.9900,336.9200,336.9550,84037
2020-02-12 15:13:00,337.0000,337.0000,336.9300,336.9400,112269
2020-02-12 15:12:00,337.0800,337.0800,336.9200,337.0000,160632
2020-02-12 15:11:00,337.1600,337.1700,337.0600,337.0800,113424
2020-02-12 15:10:00,337.1700,337.2100,337.1150,337.1600,61164
2020-02-12 15:09:00,337.2650,337.2650,337.1600,337.1700,64560
2020-02-12 15:08:00,337.3110,337.3200,337.2650,337.2700,46315
2020-02-12 15:07:00,337.3300,337.3500,337.2500,337.3100,71698
2020-02-12 15:06:00,337.3147,337.3600,337.2800,337.3400,44811
2020-02-12 15:05:00,337.2900,337.3800,337.2800,337.3100,164103
2020-02-12 15:04:00,337.2500,337.3200,337.1900,337.2900,113998
2020-02-12 15:03:00,337.1800,337.2400,337.1800,337.2350,21529
2020-02-12 15:02:00,337.2150,337.2250,337.1400,337.1850,27101
2020-02-12 15:01:00,337.1900,337.2600,337.1877,337.2200,22701
2020-02-12 15:00:00,337.2000,337.2200,337.1900,337.2000,24455
2020-02-12 14:59:00,337.1950,337.2200,337.1650,337.1850,793533
2020-02-12 14:58:00,337.1450,337.2400,337.1400,337.2000,45993
2020-02-12 14:57:00,337.1188,337.1500,337.1150,337.1500,555357
2020-02-12 14:56:00,337.1850,337.1900,337.1100,337.1188,65541
2020-02-12 14:55:00,337.2700,337.2800,337.1700,337.1700,38999
2020-02-12 14:54:00,337.2700,337.2800,337.2500,337.2670,308803
2020-02-12 14:53:00,337.2600,337.2800,337.2500,337.2700,808059
2020-02-12 14:52:00,337.3100,337.3100,337.2200,337.2600,69076
2020-02-12 14:51:00,337.2900,337.3200,337.2850,337.3000,67674
2020-02-12 14:50:00,337.2800,337.3000,337.2400,337.2800,85709
2020-02-12 14:49:00,337.2100,337.3100,337.2000,337.2700,129552
2020-02-12 14:48:00,337.1500,337.2017,337.1500,337.2017,38041
2020-02-12 14:47:00,337.1150,337.1500,337.1100,337.1500,34461
2020-02-12 14:46:00,337.0900,337.1300,337.0900,337.1200,26727
2020-02-12 14:45:00,337.0900,337.1000,337.0500,337.0800,27822
2020-02-12 14:44:00,337.1250,337.1300,337.0800,337.0800,38888
2020-02-12 14:43:00,337.1150,337.1300,337.1000,337.1300,23017
2020-02-12 14:42:00,337.0800,337.1350,337.0750,337.1200,31646
2020-02-12 14:41:00,337.1200,337.1200,337.0900,337.0900,17611
2020-02-12 14:40:00,337.1400,337.1400,337.0900,337.1100,28719
2020-02-12 14:39:00,337.1299,337.1400,337.1200,337.1300,30808
2020-02-12 14:38:00,337.1000,337.1500,337.1000,337.1300,36441
2020-02-12 14:37:00,337.0500,337.1199,337.0400,337.1000,61674
